1,2017-04-19 12:14:08.117471,1,Bryanston,Classig=fication used in Bryanston 5m resolution data
2,2017-05-24 14:41:59.475975,1,LandCover,For 2001 LandCoverset
3,2018-04-18 16:26:16.998794,1,Gauteng Clutter 2007,""
