1,2012-05-10 16:03:21.861177,,,SRTM,DEM,,90,2012-05-10,t,f,,GDALFILE,DEG,
3,2012-08-08 17:40:49.936282,,,Cut Clutter East,Clutter,,30,2012-08-08,t,t,2,BINFILE,WGS84GC,
2,2012-08-08 17:34:45.697289,,,Oostelike Clutter,Clutter,,30,2012-08-08,t,f,,GDALFILE,DEG,
5,2012-08-15 21:35:10.630221,,,SRTM subset,DEM,,90,2012-08-15,t,f,,GDALFILE,DEG,
6,2012-08-15 21:39:11.451,,,cut SRTM,DEM,,90,2012-08-15,t,t,5,BINFILE,WGS84GC,
