1,2012-08-15 21:22:37.619381,1,log(distance),""
5,2012-08-15 21:24:37.205481,1,log(frequency) squared,""
8,2012-08-15 21:26:14.917394,1,log(TxHeight-ClutterHeight),""
0,2012-08-16 13:08:14.293788,1,1,Constant
2,2012-08-22 10:38:30.786478,1,log(TxHeight)*log(distance),""
3,2012-08-22 10:38:54.362425,1,log(frequency),""
4,2012-08-22 10:39:16.295495,1,frequency,""
6,2012-08-22 10:40:41.695538,1,"pow(freq,0.284)",Weissberger model
7,2012-08-22 10:41:17.433904,1,log(TxHeight),""
